Id,ActivityDay,TotalDistance,TrackerDistance,LoggedActivitiesDistance
1503960366,4/12/2016,8.5,8.5,0.0
1503960366,4/13/2016,6.96999979019165,6.96999979019165,0.0
1503960366,4/14/2016,6.73999977111816,6.73999977111816,0.0
1503960366,4/15/2016,6.28000020980835,6.28000020980835,0.0
1503960366,4/16/2016,8.15999984741211,8.15999984741211,0.0
1503960366,4/17/2016,6.48000001907349,6.48000001907349,0.0
1503960366,4/18/2016,8.59000015258789,8.59000015258789,0.0
1503960366,4/19/2016,9.88000011444092,9.88000011444092,0.0
1503960366,4/20/2016,6.67999982833862,6.67999982833862,0.0
1503960366,4/21/2016,6.34000015258789,6.34000015258789,0.0
1503960366,4/22/2016,8.13000011444092,8.13000011444092,0.0
1503960366,4/23/2016,9.03999996185303,9.03999996185303,0.0
1503960366,4/24/2016,6.40999984741211,6.40999984741211,0.0
1503960366,4/25/2016,9.80000019073486,9.80000019073486,0.0
1503960366,4/26/2016,8.78999996185303,8.78999996185303,0.0
1503960366,4/27/2016,12.210000038147,12.210000038147,0.0
1503960366,4/28/2016,8.52999973297119,8.52999973297119,0.0
1503960366,4/29/2016,7.15000009536743,7.15000009536743,0.0
1503960366,4/30/2016,9.25,9.25,0.0
1503960366,5/1/2016,6.80999994277954,6.80999994277954,0.0
1503960366,5/2/2016,9.71000003814697,9.71000003814697,0.0
1503960366,5/3/2016,9.65999984741211,9.65999984741211,0.0
1503960366,5/4/2016,7.15000009536743,7.15000009536743,0.0
1503960366,5/5/2016,8.89999961853027,8.89999961853027,0.0
1503960366,5/6/2016,8.02999973297119,8.02999973297119,0.0
1503960366,5/7/2016,7.71000003814697,7.71000003814697,0.0
1503960366,5/8/2016,6.57999992370605,6.57999992370605,0.0
1503960366,5/9/2016,7.71999979019165,7.71999979019165,0.0
1503960366,5/10/2016,7.76999998092651,7.76999998092651,0.0
1503960366,5/11/2016,8.13000011444092,8.13000011444092,0.0
1503960366,5/12/2016,0.0,0.0,0.0
1624580081,4/12/2016,5.30999994277954,5.30999994277954,0.0
1624580081,4/13/2016,4.55000019073486,4.55000019073486,0.0
1624580081,4/14/2016,5.92000007629395,5.92000007629395,0.0
1624580081,4/15/2016,0.980000019073486,0.980000019073486,0.0
1624580081,4/16/2016,3.49000000953674,3.49000000953674,0.0
1624580081,4/17/2016,4.05999994277954,4.05999994277954,0.0
1624580081,4/18/2016,7.40999984741211,7.40999984741211,0.0
1624580081,4/19/2016,1.89999997615814,1.89999997615814,0.0
1624580081,4/20/2016,3.23000001907349,3.23000001907349,0.0
1624580081,4/21/2016,4.13000011444092,4.13000011444092,0.0
1624580081,4/22/2016,2.61999988555908,2.61999988555908,0.0
1624580081,4/23/2016,5.55000019073486,5.55000019073486,0.0
1624580081,4/24/2016,3.95000004768372,3.95000004768372,0.0
1624580081,4/25/2016,4.21999979019165,4.21999979019165,0.0
1624580081,4/26/2016,1.8400000333786,1.8400000333786,0.0
1624580081,4/27/2016,5.44000005722046,5.44000005722046,0.0
1624580081,4/28/2016,1.78999996185303,1.78999996185303,0.0
1624580081,4/29/2016,1.54999995231628,1.54999995231628,0.0
1624580081,4/30/2016,4.30000019073486,4.30000019073486,0.0
1624580081,5/1/2016,28.0300006866455,28.0300006866455,0.0
1624580081,5/2/2016,4.92999982833862,4.92999982833862,0.0
1624580081,5/3/2016,1.37000000476837,1.37000000476837,0.0
1624580081,5/4/2016,1.42999994754791,1.42999994754791,0.0
1624580081,5/5/2016,1.61000001430511,1.61000001430511,0.0
1624580081,5/6/2016,1.12000000476837,1.12000000476837,0.0
1624580081,5/7/2016,1.37000000476837,1.37000000476837,0.0
1624580081,5/8/2016,2.23000001907349,2.23000001907349,0.0
1624580081,5/9/2016,1.12999999523163,1.12999999523163,0.0
1624580081,5/10/2016,1.92999994754791,1.92999994754791,0.0
1624580081,5/11/2016,2.03999996185303,2.03999996185303,0.0
1624580081,5/12/2016,1.92999994754791,1.92999994754791,0.0
1644430081,4/12/2016,7.76999998092651,7.76999998092651,0.0
1644430081,4/13/2016,5.82000017166138,5.82000017166138,0.0
1644430081,4/14/2016,8.02000045776367,8.02000045776367,0.0
1644430081,4/15/2016,3.82999992370605,3.82999992370605,0.0
1644430081,4/16/2016,11.1199998855591,11.1199998855591,0.0
1644430081,4/17/2016,6.36999988555908,6.36999988555908,0.0
1644430081,4/18/2016,5.19000005722046,5.19000005722046,0.0
1644430081,4/19/2016,8.18000030517578,8.18000030517578,0.0
1644430081,4/20/2016,1.76999998092651,1.76999998092651,0.0
1644430081,4/21/2016,0.889999985694885,0.889999985694885,0.0
1644430081,4/22/2016,2.67000007629395,2.67000007629395,0.0
1644430081,4/23/2016,4.82999992370605,4.82999992370605,0.0
1644430081,4/24/2016,2.41000008583069,2.41000008583069,0.0
1644430081,4/25/2016,2.59999990463257,2.59999990463257,0.0
1644430081,4/26/2016,7.21000003814697,7.21000003814697,0.0
1644430081,4/27/2016,2.20000004768372,2.20000004768372,0.0
1644430081,4/28/2016,6.84000015258789,6.84000015258789,0.0
1644430081,4/29/2016,2.30999994277954,2.30999994277954,0.0
1644430081,4/30/2016,13.2399997711182,13.2399997711182,0.0
1644430081,5/1/2016,4.46000003814697,4.46000003814697,0.0
1644430081,5/2/2016,2.73000001907349,2.73000001907349,0.0
1644430081,5/3/2016,9.34000015258789,9.34000015258789,0.0
1644430081,5/4/2016,1.67999994754791,1.67999994754791,0.0
1644430081,5/5/2016,3.19000005722046,3.19000005722046,0.0
1644430081,5/6/2016,7.11999988555908,7.11999988555908,0.0
1644430081,5/7/2016,9.72000026702881,9.72000026702881,0.0
1644430081,5/8/2016,4.8899998664856,4.8899998664856,0.0
1644430081,5/9/2016,4.82999992370605,4.82999992370605,0.0
1644430081,5/10/2016,6.65999984741211,6.65999984741211,0.0
1644430081,5/11/2016,0.970000028610229,0.970000028610229,0.0
1844505072,4/12/2016,4.42999982833862,4.42999982833862,0.0
1844505072,4/13/2016,3.25999999046326,3.25999999046326,0.0
1844505072,4/14/2016,5.25,5.25,0.0
1844505072,4/15/2016,2.53999996185303,2.53999996185303,0.0
1844505072,4/16/2016,2.25999999046326,2.25999999046326,0.0
1844505072,4/17/2016,2.99000000953674,2.99000000953674,0.0
1844505072,4/18/2016,3.03999996185303,3.03999996185303,0.0
1844505072,4/19/2016,0.129999995231628,0.129999995231628,0.0
1844505072,4/20/2016,0.0099999997764825,0.0099999997764825,0.0
1844505072,4/21/2016,5.32000017166138,5.32000017166138,0.0
1844505072,4/22/2016,3.54999995231628,3.54999995231628,0.0
1844505072,4/23/2016,2.35999989509583,2.35999989509583,0.0
1844505072,4/24/2016,0.0,0.0,0.0
1844505072,4/25/2016,0.0,0.0,0.0
1844505072,4/26/2016,0.0,0.0,0.0
1844505072,4/27/2016,0.0,0.0,0.0
1844505072,4/28/2016,4.57000017166138,4.57000017166138,0.0
1844505072,4/29/2016,3.25,3.25,0.0
1844505072,4/30/2016,2.67000007629395,2.67000007629395,0.0
1844505072,5/1/2016,1.70000004768372,1.70000004768372,0.0
1844505072,5/2/2016,0.0,0.0,0.0
1844505072,5/3/2016,2.6800000667572,2.6800000667572,0.0
1844505072,5/4/2016,1.37000000476837,1.37000000476837,0.0
1844505072,5/5/2016,1.48000001907349,1.48000001907349,0.0
1844505072,5/6/2016,0.0299999993294477,0.0299999993294477,0.0
1844505072,5/7/2016,0.0,0.0,0.0
1844505072,5/8/2016,0.0,0.0,0.0
